Brightness
12888
12952
12888
12888
12920
13112
13367
13880
13720
11248
10152
9800
8904
5816
11120
8576
2540
2040
3390
4980
2956
3084
12016
14432
5044
4496
7776
8616
13112
10056
6168
3440
2008
1928
2072
2106
2056
2040
2074
4148
7487
9808
2636
2828
6076
4664
1671
1687
1640
1576
1560
3504
7104
7232
7360
7136
7940
18064
15296
5920
2412
2106
1656
1608
1929
2684
2380
330
306
290
274
1448
2444
5012
3212
7136
11576
14784
8648
6496
14752
1962
12120
13536
13056
12856
6496
5368
4820
2764
2154
2764
3632
5012
8456
6944
4916
3216
2732
3248
3312
3280
3600
3088
2604
3343
1882
1800
1929
2700
3696
4276
4948
5368
6587
10992
9320
4148
3184
2828
2346
3632
5720
5400
5208
6176
3984
4080
2156
1592
2154
3375
4436
5624
5048
7719
10544
7624
5720
5496
3280
2412
2586
3984
5080
5016
5688
5720
5528
9256
7296
3891
3088
3796
6624
3120
1900
1368
2750
7328
5624
2252
902
950
3872
2956
3440
1784
1687
4340
4888
4724
5656
1864
1864
5528
6976
8136
5656
3791
5848
13048
13792
13888
9608
9904
4788
3600
1270
1544
4916
5016
2796
1028
3118
2460
5624
2540
2572
8232
6204
6592
2220
3374
4120
3375
5368
1494
2604
3248
3408
5688
10576
9416
5464
1318
628
1224
2702
6719
3920
2060
1929
2604
4308
4628
5048
2316
2238
3828
5660
5016
2960
2446
3668
4052
3732
2414
3375
5884
5112
3636
3472
5820
4760
5368
4920
5692
4792
4792
5016
5464
6300
4596
4468
5820
5240
6624
4692
4760
5884
5176
5884
5144
5112
7619
5080
4244
4724
5368
3759
3120
1671
1366
1962
2540
3536
5528
11472
12184
12024
8712
8712
5368
2668
1704
2074
3920
6656
6012
12184
7528
6944
6304
5012
2056
1174
996
1510
6748
7328
12792
10032
7816
6364
12440
12344
4664
11800
9384
9968
6816
1816
2362
2956
8520
4468
2008
1302
1126
1012
932
2202
11024
11704
7264
10224
11416
7296
3280
2010
7940
2476
4548
10512
8488
5496
3084
1864
3280
1110
1060
804
1158
1671
3504
6719
4984
10544
2010
4016
2284
1414
1542
4884
4116
3408
7232
1978
5912
3020
3696
4532
2234
2330
9192
10800
12376
11512
10096
15775
9360
1526
1574
2620
17936
14656
13856
11736
4404
2412
2362
2474
8804
11864
10768
11928
11448
9776
12352
14272
2184
2186
6432
3728
4564
1736
1832
2058
3216
4276
2572
2154
2202
2042
4596
2106
2218
4052
1978
2572
1962
2026
1978
3504
2122
2010
5852
3536
1945
1895
2620
4660
3422
3088
1736
1784
4308
4852
3408
1784
2380
5336
6619
4116
3375
2040
1752
5304
3343
1656
1576
3568
2540
1671
1687
5624
4180
4468
5624
3248
2956
2284
2138
13344
12504
10928
4340
8680
5624
3696
3728
3280
2892
2026
2668
2170
2010
4340
3952
3920
3536
1832
1800
1656
4500
3088
1962
3764
4728
4916
3504
3152
2298
2234
2234
2266
2330
1882
1704
3102
3696
3212
1945
2234
2378
2330
1928
2234
2346
2026
1994
1994
2026
2058
2058
2074
2074
2138
2106
2138
2138
2218
2266
2088
4628
8200
2026
2572
4052
3408
3280
13600
10448
3536
6651
4920
3084
3824
5752
6912
9384
3988
3696
4084
3791
4116
7712
7232
5920
8680
5272
3343
2508
2490
2796
3312
3536
4532
5528
5656
6751
3984
4532
5080
4596
3952
3472
7492
9032
2668
4016
4016
5048
3600
2988
4500
9096
3928
3988
10064
2316
3791
3280
2380
2668
4048
7264
5304
3472
4244
3472
1945
3504
2508
1528
2524
2956
2106
2490
1976
3920
6012
3120
4084
7519
7487
5400
6012
4916
3504
